"","City","UF Code","Microregion","Mesoregion","Coordinates"
"33","293","3502903","35046","3512","list(c(-47.5650009999999, -47.552222, -47.5573269999999, -47.581823861, -47.622559984, -47.6403023939999, -47.6413919249999, -47.6687037959999, -47.705969415, -47.7638405989999, -47.7605115549999, -47.717513932, -47.6969654549999, -47.6506627699999, -47.605858607, -47.5650009999999, -23.4678729999999, -23.487608, -23.574351, -23.5851159609999, -23.571768896, -23.580845344, -23.615570002, -23.630840497, -23.628924985, -23.5887403209999, -23.560791991, -23.534224815, -23.493674066, -23.458592413, -23.470843407, 
-23.4678729999999))"
"34","314","3503000","35011","3502","list(c(-47.7416419689999, -47.794535792, -47.791013795, -47.836525278, -47.860326643, -47.856628487, -47.889510464, -47.899399952, -47.8698077889999, -47.848340387, -47.784697883, -47.739023985, -47.7416419689999, -20.151744304, -20.199453338, -20.223873421, -20.2419157419999, -20.2239359459999, -20.1942733559999, -20.155788936, -20.1256745269999, -20.0761522569999, -20.069480337, -20.069045299, -20.128366752, -20.151744304))"
"35","315","3503109","35022","3504","list(c(-49.012634653, -49.052890362, -49.08966048, -49.151320561, -49.142835405, -49.1219018739999, -49.067643878, -48.99287901, -48.9790387629999, -48.9919664889999, -48.98916389, -49.012634653, -23.262184933, -23.256717255, -23.265764174, -23.260066126, -23.1586157369999, -23.096745906, -23.093184327, -23.086997907, -23.14370858, -23.201486057, -23.2249451709999, -23.262184933))"
"36","317","3503158","35052","3513","list(c(-44.360946406, -44.41261508, -44.4805419749999, -44.508493609, -44.53315105, -44.521172755, -44.473620104, -44.4533737909999, -44.466208149, -44.429793144, -44.4058257579999, -44.382397778, -44.359808366, -44.360946406, -22.611832654, -22.7248469479999, -22.74104689, -22.7693409239999, -22.740743391, -22.716021134, -22.685802538, -22.6456423839999, -22.6156885529999, -22.5987042049999, -22.599098334, -22.573494189, -22.581173882, -22.611832654))"
"37","330","3503208","35024","3505","list(c(-48.166465913, -48.170441995, -48.180528693, -48.1458313429999, -48.144923503, -48.101962821, -48.044063076, -48.027697734, -47.9676823729999, -47.947182829, -47.9688538569999, -47.991183946, -47.9785577119999, -48.0124675989999, -48.039661821, -48.046393607, -48.069840491, -48.1034601489999, -48.165975519, -48.1880594369999, -48.202097227, -48.229668359, -48.2544267879999, -48.2632889179999, -48.3130736759999, -48.3447378499999, -48.396582124, -48.396010122, -48.368455145, -48.360948891, 
-48.342676249, -48.3308234519999, -48.3061259049999, -48.272095726, -48.28524278, -48.2595165499999, -48.191807978, -48.166465913, -21.606017102, -21.654547474, -21.68412405, -21.7015697969999, -21.7202658849999, -21.770412269, -21.7581493129999, -21.7404784469999, -21.7416131849999, -21.783191378, -21.8200078699999, -21.848153237, -21.8698313199999, -21.887285778, -21.8727856249999, -21.905067378, -21.9529301389999, -21.951784495, -21.971789341, -21.965990559, -21.932588166, -21.925147581, -21.893145131, 
-21.871839931, -21.867738639, -21.853202408, -21.854154063, -21.835809309, -21.796511579, -21.7540484109999, -21.7473877429999, -21.6973007949999, -21.690625768, -21.6451163529999, -21.59677806, -21.5393260179999, -21.6184393519999, -21.606017102))"
"38","331","3503307","35027","3506","list(c(-47.224204519, -47.230265533, -47.184290775, -47.209725137, -47.174925253, -47.188907574, -47.2115026979999, -47.2528966839999, -47.30220048, -47.3655704449999, -47.3828670939999, -47.467031114, -47.467270185, -47.483469156, -47.4620094429999, -47.4697795509999, -47.446532234, -47.4038561789999, -47.362271419, -47.34717217, -47.3041741069999, -47.2618856349999, -47.2520878289999, -47.224204519, -22.2063334859999, -22.256825755, -22.2920200849999, -22.321716022, -22.4098861589999, -22.432671582, 
-22.431161156, -22.476862367, -22.4449660779999, -22.459461639, -22.4447021949999, -22.41864321, -22.413263146, -22.376691358, -22.311338823, -22.2453625119999, -22.265135823, -22.265387661, -22.2356601979999, -22.2467765009999, -22.2294286329999, -22.225554809, -22.2012096619999, -22.2063334859999))"
"39","348","3503356","35037","3509","list(c(-50.4541194509999, -50.426612066, -50.39967487, -50.360593848, -50.308477346, -50.329210115, -50.338038562, -50.36212481, -50.425742457, -50.494631523, -50.507383127, -50.539973128, -50.527349326, -50.511950144, -50.517062478, -50.4959667369999, -50.4541194509999, -21.68824374, -21.6948680249999, -21.716564487, -21.724243734, -21.714514978, -21.7549133649999, -21.8065180089999, -21.8277148829999, -21.80428964, -21.849042524, -21.826240449, -21.814729265, -21.7572582289999, -21.731990867, -21.7099256889999, 
-21.7152867409999, -21.68824374))"
"40","353","3503406","35020","3504","list(c(-48.867213111, -48.8562781599999, -48.860378963, -48.909426872, -48.917354589, -48.992181317, -49.034342492, -49.0704152659999, -49.070339201, -49.1089370569999, -49.1308230129999, -49.1343805239999, -49.107199607, -49.0714052709999, -49.053521281, -49.023563262, -48.966303646, -48.960975466, -48.903002622, -48.86242429, -48.887660812, -48.867213111, -22.024066347, -22.033550443, -22.089207206, -22.124257164, -22.144921929, -22.216884004, -22.2069681949999, -22.167370591, -22.128812997, -22.105392847, 
-22.0615635689999, -22.049886477, -22.023312797, -22.018864779, -22.0043321379999, -22.015796817, -21.981815635, -21.963265588, -21.933303984, -21.9595301049999, -22.00605963, -22.024066347))"
"41","358","3503505","35052","3513","list(c(-44.645858287, -44.6859825889999, -44.6778807169999, -44.671455344, -44.651679257, -44.650348075, -44.669997371, -44.7237597939999, -44.70474316, -44.754024957, -44.746129426, -44.758911199, -44.773486227, -44.7609677469999, -44.779145477, -44.816700504, -44.7900845309999, -44.732528202, -44.715590404, -44.688160371, -44.667873632, -44.6444276129999, -44.645858287, -22.603901311, -22.6408402759999, -22.652818652, -22.728317708, -22.756938781, -22.798367524, -22.82119073, -22.833307863, -22.803379542, 
-22.7886133, -22.7695277839999, -22.7202234389999, -22.7052014559999, -22.647720148, -22.605891076, -22.6136848359999, -22.586723633, -22.5752397099999, -22.539085154, -22.52145619, -22.554073764, -22.5555986169999, -22.603901311))"
"42","359","3503604","35020","3504","list(c(-48.6451051299999, -48.6499973109999, -48.6249252499999, -48.6081653319999, -48.643559613, -48.688670838, -48.688915605, -48.6645807689999, -48.6827772409999, -48.673962134, -48.6532158329999, -48.6451051299999, -22.537093059, -22.588771225, -22.612326465, -22.656449277, -22.688964115, -22.694342542, -22.64712442, -22.62288976, -22.585409145, -22.5517331779999, -22.5324074489999, -22.537093059))"
"43","368","3503703","35005","3501","list(c(-48.7287478279999, -48.706954593, -48.695541352, -48.7413831919999, -48.815010601, -48.8449168819999, -48.8437297089999, -48.858695408, -48.846770802, -48.832548792, -48.799015281, -48.7743963689999, -48.7287478279999, -21.164888732, -21.2067729459999, -21.2209142689999, -21.245616674, -21.214622071, -21.218844947, -21.1937027509999, -21.160965274, -21.136474516, -21.153992375, -21.150372633, -21.109197938, -21.164888732))"
"44","386","3503802","35031","3507","list(c(-47.054780936, -47.0875092439999, -47.0793679, -47.097420507, -47.128056922, -47.211363266, -47.226958806, -47.211798691, -47.236573805, -47.21425584, -47.168796815, -47.124467357, -47.0956420909999, -47.0863542019999, -47.05308178, -47.042369338, -47.054780936, -22.570681518, -22.5877372419999, -22.610894801, -22.635304064, -22.6133041329999, -22.602102282, -22.5699611969999, -22.5379691119999, -22.520592081, -22.527025333, -22.5171164229999, -22.526430182, -22.5079099819999, -22.474234925, 
-22.5166602639999, -22.555481603, -22.570681518))"
"45","388","3503901","35059","3515","list(c(-46.247678, -46.2705991889999, -46.3489979999999, -46.358421, -46.377607, -46.369965, -46.336536, -46.305400801, -46.294337, -46.247678, -23.4056209999999, -23.429883076, -23.419971, -23.4372779999999, -23.4015249999999, -23.365082, -23.33476, -23.3214787549999, -23.3693989999999, -23.4056209999999))"
"46","392","3503950","35001","3501","list(c(-50.683366792, -50.712450782, -50.72839486, -50.748543582, -50.775473398, -50.7595040849999, -50.7441984709999, -50.704110552, -50.681596203, -50.683366792, -20.1933078329999, -20.1994502859999, -20.228742772, -20.2343383749999, -20.228916177, -20.1653146429999, -20.135024447, -20.129995209, -20.157191134, -20.1933078329999))"
"47","395","3504008","35039","3510","list(c(-50.349994334, -50.328463406, -50.301260569, -50.318695604, -50.30995194, -50.325030929, -50.402097414, -50.482102837, -50.508241923, -50.5350955819999, -50.5716094859999, -50.5732570129999, -50.51427619, -50.458737195, -50.4596067209999, -50.4139716509999, -50.439412924, -50.449767084, -50.3981772879999, -50.349994334, -22.4789721229999, -22.526282565, -22.545748025, -22.5553907519999, -22.597987351, -22.677386466, -22.704636503, -22.6960205399999, -22.7024811329999, -22.7086871229999, -22.6915082749999, 
-22.643188322, -22.603673998, -22.550599392, -22.5295702189999, -22.5175453749999, -22.4912489609999, -22.459192247, -22.44481531, -22.4789721229999))"
"48","406","3504107","35048","3512","list(c(-46.4324688849999, -46.444389292, -46.4826839999999, -46.5433169999999, -46.509363, -46.515385, -46.5453699999999, -46.615064, -46.637107, -46.638447, -46.704060404, -46.7111251819999, -46.6701382919999, -46.6540043689999, -46.6703295419999, -46.685851323, -46.676463981, -46.695671725, -46.6631023539999, -46.636829075, -46.58677999, -46.568270696, -46.536582451, -46.4803042999999, -46.46493945, -46.4324688849999, -23.0380154499999, -23.092853642, -23.112288, -23.20836, -23.232545, -23.2375059999999, 
-23.2413579999999, -23.2273049999999, -23.2580799999999, -23.257666, -23.252124062, -23.211457304, -23.2069091349999, -23.1638998559999, -23.141813218, -23.067235565, -23.040491684, -23.010740362, -22.99758087, -23.018447195, -23.018346876, -23.043315983, -23.0261530769999, -23.0313068999999, -23.0517056909999, -23.0380154499999))"
"49","415","3504206","35006","3501","list(c(-50.624921743, -50.6132705639999, -50.573343478, -50.554147046, -50.519124403, -50.5065846369999, -50.511495434, -50.4796715219999, -50.476507542, -50.502117496, -50.5055826949999, -50.602394959, -50.682737904, -50.6855467519999, -50.664157213, -50.6171177749999, -50.626216859, -50.677175086, -50.6793069679999, -50.655511439, -50.624921743, -20.508061643, -20.51925005, -20.517840615, -20.5283410169999, -20.536891795, -20.5878958019999, -20.623333374, -20.6535420559999, -20.6877660989999, -20.724365619, 
-20.7616059229999, -20.772891407, -20.7328868609999, -20.7077970509999, -20.705701131, -20.658953557, -20.63706622, -20.569623448, -20.530096063, -20.516856122, -20.508061643))"
"50","421","3504305","35020","3504","list(c(-49.160769815, -49.2061055039999, -49.215270823, -49.2308494129999, -49.258867751, -49.290818943, -49.2854628009999, -49.324193174, -49.4077036039999, -49.422800047, -49.458981109, -49.436948996, -49.4013103629999, -49.375392252, -49.354987519, -49.2944814489999, -49.249682165, -49.209971245, -49.160769815, -22.065607504, -22.1068496939999, -22.1890964199999, -22.223442107, -22.24251551, -22.3175004459999, -22.344857056, -22.320815092, -22.319373001, -22.294202243, -22.2410729329999, -22.218717011, 
-22.1426883829999, -22.134194103, -22.089782369, -22.053033405, -22.0440575489999, -22.0590710239999, -22.065607504))"
"51","422","3504404","35018","3503","list(c(-49.8432007119999, -49.8685525349999, -49.861145646, -49.872242926, -49.8926785529999, -49.9085972519999, -49.902634102, -49.915782382, -49.9938994039999, -50.0608534359999, -49.9871617869999, -50.004184008, -50.005480995, -49.980306685, -49.9780731079999, -49.883751488, -49.8432007119999, -21.355330368, -21.392625655, -21.430480077, -21.468861121, -21.4713339049999, -21.504451708, -21.5228414859999, -21.5574601189999, -21.5908982779999, -21.5839414989999, -21.4867441659999, -21.464655158, 
-21.42431871, -21.377901454, -21.3497394739999, -21.3366836229999, -21.355330368))"
"52","423","3504503","35022","3504","list(c(-48.9482534799999, -48.9097176349999, -48.879653768, -48.802567961, -48.7994284719999, -48.828944141, -48.827603913, -48.852213052, -48.8269135629999, -48.777645922, -48.761406177, -48.7774880059999, -48.7711764549999, -48.741319021, -48.7508603799999, -48.7339075679999, -48.744458271, -48.736026492, -48.7456449649999, -48.7724281869999, -48.773997887, -48.808482069, -48.847612098, -48.8826567319999, -48.929084422, -48.9848937089999, -49.012634653, -48.98916389, -48.9919664889999, -48.9790387629999, 
-48.99287901, -49.067643878, -49.080579386, -49.032812817, -48.981420569, -49.004714549, -48.9834283229999, -48.9482534799999, -22.825505853, -22.83353663, -22.852016294, -22.845333695, -22.873402099, -22.892233812, -22.911580893, -22.9317247029999, -22.948975388, -22.965544972, -22.9929858749999, -23.046506289, -23.0687263789999, -23.08989773, -23.1141307889999, -23.147783557, -23.165893657, -23.208318036, -23.251401683, -23.2657862189999, -23.302420808, -23.2682592379999, -23.2831977239999, -23.281239033, 
-23.299051848, -23.287761546, -23.262184933, -23.2249451709999, -23.201486057, -23.14370858, -23.086997907, -23.093184327, -23.064286479, -22.959517649, -22.901917956, -22.887544094, -22.840510735, -22.825505853))"
"53","434","3504602","35004","3501","list(c(-49.346019, -49.3750340889999, -49.4459252629999, -49.4821895709999, -49.506491608, -49.5093783569999, -49.436669282, -49.403833, -49.346019, -20.9315839999999, -20.9602920469999, -20.9852367089999, -20.949422941, -20.9449910129999, -20.90268328, -20.8792508179999, -20.9070669999999, -20.9315839999999))"
"54","446","3504701","35020","3504","list(c(-49.285039077, -49.2694599819999, -49.317399366, -49.3880526849999, -49.383509359, -49.339982617, -49.293446472, -49.285039077, -21.8602506739999, -21.874627647, -21.937150737, -21.9364113509999, -21.8859913649999, -21.83818358, -21.848574099, -21.8602506739999))"
"55","457","3504800","35004","3501","list(c(-49.483877632, -49.4947260339999, -49.54702924, -49.576205901, -49.6045945239999, -49.625923104, -49.605227406, -49.5803913299999, -49.5443083929999, -49.530810612, -49.489929589, -49.483877632, -20.693689981, -20.7394776959999, -20.763827751, -20.789201869, -20.762416925, -20.757736908, -20.707407181, -20.6615521059999, -20.6175489199999, -20.6533651309999, -20.6663267439999, -20.693689981))"
"56","461","3504909","35052","3513","list(c(-44.342283113, -44.282871412, -44.2456061509999, -44.184276164, -44.161365164, -44.1738608369999, -44.227046522, -44.2575809919999, -44.2401812689999, -44.2676000069999, -44.296085552, -44.3180566949999, -44.381195879, -44.4230591739999, -44.433292482, -44.466920678, -44.494643508, -44.496205872, -44.4671430779999, -44.508493609, -44.4805419749999, -44.41261508, -44.360946406, -44.342283113, -22.588647894, -22.604130628, -22.6064196579999, -22.637299304, -22.6782584499999, -22.702107968, -22.7337389909999, 
-22.7669588859999, -22.791384072, -22.8290187869999, -22.8278364399999, -22.8450949909999, -22.858351335, -22.8504964859999, -22.868837593, -22.884967461, -22.8467865699999, -22.8093647119999, -22.7821001469999, -22.7693409239999, -22.74104689, -22.7248469479999, -22.611832654, -22.588647894))"
"57","471","3505005","35041","3511","list(c(-49.5666744, -49.548584741, -49.554796568, -49.517120775, -49.490260539, -49.495780456, -49.538957017, -49.5746714599999, -49.6021338429999, -49.6209583209999, -49.602848614, -49.6002062219999, -49.6242168919999, -49.62137934, -49.598068531, -49.5666744, -23.4941644049999, -23.52002656, -23.541163254, -23.617749873, -23.629677699, -23.652361986, -23.653418341, -23.676041073, -23.652116067, -23.611113668, -23.5839736039999, -23.5356243849999, -23.523303045, -23.49332521, -23.458232594, -23.4941644049999
))"
"58","481","3505104","35018","3503","list(c(-49.8564835719999, -49.831628711, -49.8180552649999, -49.8432007119999, -49.883751488, -49.9780731079999, -49.985780172, -50.0149950009999, -50.025037218, -49.9915674919999, -49.914574429, -49.8564835719999, -21.260312406, -21.2749525209999, -21.303103942, -21.355330368, -21.3366836229999, -21.3497394739999, -21.319071282, -21.295280266, -21.2728104039999, -21.226666124, -21.2381683039999, -21.260312406))"
"59","486","3505203","35021","3504","list(c(-48.6069309549999, -48.615095485, -48.6440249039999, -48.6240210719999, -48.6325076639999, -48.6496100799999, -48.674099919, -48.7144879379999, -48.754234224, -48.766954262, -48.794265684, -48.817818847, -48.8441207889999, -48.866501505, -48.860378963, -48.8562781599999, -48.867213111, -48.832768528, -48.7725279049999, -48.764326733, -48.721918933, -48.679396888, -48.642424405, -48.6069309549999, -21.987736287, -22.0888511659999, -22.117466437, -22.1527249919999, -22.16739826, -22.165006622, 
-22.192822172, -22.1802406419999, -22.1537357189999, -22.104837614, -22.1253342319999, -22.1073945699999, -22.129050702, -22.1053112939999, -22.089207206, -22.033550443, -22.024066347, -22.012578106, -22.0207262779999, -22.005637978, -21.9832953179999, -21.928793798, -21.970061438, -21.987736287))"
"60","488","3505302","35021","3504","list(c(-48.509673681, -48.503201799, -48.472282032, -48.448069146, -48.451912453, -48.490330722, -48.5601515879999, -48.606463052, -48.621095165, -48.6419758069999, -48.601933564, -48.586325497, -48.509673681, -22.4361185299999, -22.4573897499999, -22.4834695869999, -22.52308805, -22.539421623, -22.5460762929999, -22.4996037929999, -22.5096892619999, -22.501914713, -22.48231363, -22.4423329479999, -22.4121988809999, -22.4361185299999))"
"61","498","3505351","35044","3511","list(c(-48.9818917439999, -49.0037841669999, -49.024407798, -49.054761448, -49.089799791, -49.132440699, -49.123446518, -49.193400238, -49.2054506069999, -49.2505173119999, -49.250234436, -49.253500144, -49.187228669, -49.1371865949999, -49.119901214, -49.090406371, -49.058354412, -49.0232034169999, -48.9515145129999, -48.941710471, -48.9818917439999, -24.523782712, -24.524548656, -24.5473299729999, -24.5542040569999, -24.5397989479999, -24.537529976, -24.495111236, -24.446284878, -24.4102292599999, 
-24.4454195069999, -24.413864896, -24.4050386329999, -24.376373045, -24.3340848719999, -24.3300711429999, -24.3446412009999, -24.374521859, -24.375872165, -24.453087013, -24.485143756, -24.523782712))"
"62","511","3505401","35055","3514","list(c(-48.2962673229999, -48.309551472, -48.2828026139999, -48.264055092, -48.211196909, -48.2198100909999, -48.2104715519999, -48.23969284, -48.269585776, -48.284627692, -48.351227748, -48.379949578, -48.4118681589999, -48.474049301, -48.4808823829999, -48.5302220689999, -48.556342953, -48.579632848, -48.598055753, -48.567370899, -48.566429195, -48.549730091, -48.5677486879999, -48.555753979, -48.518309959, -48.5018968329999, -48.5381445849999, -48.529062365, -48.464596441, -48.444484158, -48.4043147789999, 
-48.422248824, -48.39079978, -48.3782941229999, -48.34065115, -48.2962673229999, -24.801215595, -24.824872511, -24.879128173, -24.894077669, -24.9073536609999, -24.9382242729999, -24.9569320539999, -24.991417606, -24.997534797, -25.03919228, -25.0364890869999, -24.99590683, -24.9803996269999, -25.0125523889999, -25.0369877429999, -25.100819847, -25.0842992189999, -25.0531274109999, -25.0032615289999, -24.972266874, -24.916799558, -24.8674963349999, -24.848766385, -24.8062037989999, -24.781048207, 
-24.745975737, -24.72620181, -24.687843729, -24.6599566099999, -24.6517683779999, -24.66653508, -24.687389202, -24.7340058469999, -24.76748237, -24.801465876, -24.801215595))"
"63","525","3505500","35009","3502","list(c(-48.510056296, -48.500610045, -48.481906253, -48.486193359, -48.47790521, -48.4465839609999, -48.404439569, -48.3836549449999, -48.3445976039999, -48.4098626799999, -48.4323054619999, -48.478139461, -48.5256637699999, -48.566454973, -48.568764173, -48.595218968, -48.6623474419999, -48.7387888929999, -48.753669279, -48.792419063, -48.786551147, -48.8050026069999, -48.840689471, -48.845710504, -48.8311298259999, -48.852233559, -48.8872625829999, -48.886457935, -48.867063183, -48.8363229679999, 
-48.7360326159999, -48.714463068, -48.681921545, -48.656566883, -48.622053302, -48.587397444, -48.560135439, -48.510056296, -20.298709361, -20.3309915749999, -20.3513881559999, -20.386389863, -20.428081461, -20.4595538299999, -20.525194015, -20.537161398, -20.575283837, -20.575496517, -20.56110196, -20.58315662, -20.6351359349999, -20.653595786, -20.677916422, -20.6972405389999, -20.6889449349999, -20.729149015, -20.7428600129999, -20.725305018, -20.6893902319999, -20.652600693, -20.6518622679999, 
-20.625036856, -20.570896805, -20.5447950079999, -20.4902998709999, -20.436889086, -20.398867804, -20.3833446479999, -20.377199047, -20.3583388399999, -20.361726237, -20.3350079749999, -20.3197230809999, -20.327868171, -20.2978311649999, -20.298709361))"
"64","526","3505609","35014","3502","list(c(-48.0420265889999, -48.0522769999999, -48.027936, -47.99466, -48.058509242, -48.095338893, -48.1360305429999, -48.170573108, -48.1783124469999, -48.1690163119999, -48.1127328489999, -48.080508403, -48.0420265889999, -21.2034692, -21.228717, -21.2765679999999, -21.3047, -21.3007166739999, -21.262270626, -21.268298025, -21.2157683579999, -21.186684181, -21.1613888599999, -21.184033674, -21.1836094289999, -21.2034692))"
"65","536","3505708","35057","3515","list(c(-46.8173899999999, -46.854429, -46.860628, -46.8864406279999, -46.894106, -46.9296009999999, -46.96453, -46.953253, -46.898976955, -46.861631388, -46.8081734959999, -46.800691, -46.799528, -46.8173899999999, -23.5207169999999, -23.516555, -23.544837, -23.553188075, -23.525797, -23.513183, -23.4986509999999, -23.483829, -23.4910739549999, -23.482877575, -23.484599835, -23.470356, -23.4713829999999, -23.5207169999999))"
